,rating,genre,star,budget,runtime,star_net_worth
90816,PG-13,Adventure,Jack Lemmon,21500000.0,101.0,25000000.0
90833,PG,Comedy,Steve Martin,39000000.0,93.0,140000000.0
90841,R,Drama,Alec Baldwin,25000000.0,132.0,60000000.0
90881,R,Comedy,Theresa Randle,12000000.0,108.0,3000000.0
90897,PG,Comedy,Bill Murray,30000000.0,93.0,180000000.0
91015,PG,Adventure,Tom Arnold,25000000.0,94.0,30000000.0
91024,R,Crime,Christopher Walken,12500000.0,99.0,50000000.0
91145,Not Rated,Comedy,Steven Soderbergh,250000.0,96.0,80000000.0
91212,PG,Adventure,Thora Birch,23000000.0,109.0,8000000.0
91436,R,Biography,Anthony Hopkins,16000000.0,125.0,160000000.0
91445,R,Crime,Jennifer Jason Leigh,19000000.0,116.0,5000000.0
91481,R,Action,Laurence Fishburne,25000000.0,98.0,30000000.0
91573,R,Drama,Ray Liotta,18000000.0,117.0,14000000.0
92010,R,Comedy,Illeana Douglas,5000000.0,116.0,5000000.0
92026,PG,Comedy,Matt LeBlanc,24000000.0,94.0,80000000.0
92082,R,Drama,Michael Douglas,50000000.0,129.0,350000000.0
92471,R,Drama,Mark Wahlberg,15000000.0,155.0,300000000.0
92479,PG-13,Drama,Leonardo DiCaprio,200000000.0,194.0,260000000.0
92539,PG-13,Action,Bruce Willis,93000000.0,126.0,250000000.0
92556,PG-13,Adventure,Mike Myers,16500000.0,89.0,200000000.0
92564,R,Drama,Jeremy Irons,62000000.0,137.0,16000000.0
92611,R,Drama,Robin Williams,10000000.0,126.0,50000000.0
92619,R,Action,Casper Van Dien,105000000.0,129.0,7000000.0
92651,R,Drama,Keanu Reeves,57000000.0,144.0,360000000.0
92667,R,Action,Nicolas Cage,75000000.0,115.0,25000000.0
92674,R,Crime,Pam Grier,12000000.0,154.0,10000000.0
92683,R,Crime,Kevin Spacey,35000000.0,138.0,100000000.0
92710,PG-13,Comedy,Roberto Benigni,20000000.0,116.0,15000000.0
92781,PG,Drama,Jodie Foster,90000000.0,150.0,100000000.0
92905,PG-13,Action,Tommy Lee Jones,90000000.0,98.0,90000000.0
92923,PG,Action,Alex D. Linz,32000000.0,102.0,400000.0
92931,R,Action,Harrison Ford,85000000.0,124.0,300000000.0
92948,PG-13,Action,Arnold Schwarzenegger,125000000.0,125.0,400000000.0
92957,R,Horror,Laurence Fishburne,60000000.0,96.0,30000000.0
92967,PG-13,Action,Pierce Brosnan,116000000.0,108.0,200000000.0
92975,PG-13,Action,Jeff Goldblum,73000000.0,129.0,40000000.0
93001,R,Horror,Neve Campbell,24000000.0,120.0,10000000.0
93009,R,Action,John Travolta,80000000.0,138.0,250000000.0
93019,PG-13,Comedy,Jack Nicholson,50000000.0,139.0,400000000.0
93033,PG-13,Drama,Ethan Hawke,36000000.0,106.0,55000000.0
93041,PG-13,Crime,Matt Damon,40000000.0,135.0,170000000.0
93085,R,Horror,Jennifer Love Hewitt,17000000.0,101.0,22000000.0
93108,R,Action,Sigourney Weaver,75000000.0,109.0,60000000.0
93160,PG-13,Comedy,Jim Carrey,45000000.0,86.0,180000000.0
93168,R,Biography,Al Pacino,35000000.0,127.0,120000000.0
93178,PG,Action,Brendan Fraser,55000000.0,92.0,20000000.0
93203,G,Animation,Meg Ryan,50000000.0,94.0,85000000.0
93256,PG-13,Comedy,Matthew Perry,20000000.0,109.0,120000000.0
93272,R,Crime,John Cusack,35000000.0,155.0,50000000.0
93280,PG,Comedy,Kel Mitchell,9000000.0,95.0,3000000.0
93328,R,Action,Anthony Hopkins,30000000.0,117.0,160000000.0
93494,PG-13,Comedy,Julia Roberts,38000000.0,105.0,250000000.0
93520,PG-13,Action,Jon Voight,45000000.0,89.0,55000000.0
93548,PG-13,Action,Pierce Brosnan,110000000.0,119.0,200000000.0
93566,PG-13,Action,Sandra Bullock,160000000.0,121.0,200000000.0
93576,PG-13,Action,Val Kilmer,68000000.0,116.0,25000000.0
93657,R,Mystery,Bill Pullman,15000000.0,134.0,18000000.0
93666,R,Comedy,Robert Carlyle,3500000.0,91.0,10000000.0
93674,PG-13,Action,Michael Jai White,40000000.0,96.0,3500000.0
93704,PG-13,Adventure,Brad Pitt,70000000.0,136.0,300000000.0
93720,R,Crime,Sylvester Stallone,15000000.0,105.0,400000000.0
93728,R,Comedy,Nick Sutton,1300000.0,89.0,
93736,PG-13,Comedy,Kevin Kline,35000000.0,90.0,35000000.0
93779,R,Biography,Stephen Fry,10000000.0,118.0,30000000.0
93788,R,Comedy,Ben Affleck,250000.0,113.0,150000000.0
93794,R,Crime,Sean Penn,19000000.0,125.0,70000000.0
93827,R,Action,Mel Gibson,75000000.0,135.0,425000000.0
93842,R,Crime,Kurt Russell,36000000.0,93.0,100000000.0
94043,R,Action,Demi Moore,50000000.0,125.0,200000000.0
94060,R,Action,Bruce Willis,60000000.0,124.0,250000000.0
94072,R,Crime,Morgan Freeman,27000000.0,115.0,250000000.0
94086,PG,Comedy,Chevy Chase,25000000.0,93.0,50000000.0
94103,R,Action,Harrison Ford,90000000.0,111.0,300000000.0
94118,R,Biography,Djimon Hounsou,36000000.0,155.0,12000000.0
94140,R,Horror,Mira Sorvino,30000000.0,105.0,16000000.0
94166,PG-13,Comedy,John Cleese,25000000.0,93.0,10000000.0
94176,R,Action,John Cusack,15000000.0,107.0,50000000.0
94186,PG-13,Action,Robin Shou,30000000.0,95.0,8000000.0
94196,PG,Comedy,Mel B,25000000.0,93.0,100000000.0
94206,PG,Biography,Jennifer Lopez,20000000.0,127.0,400000000.0
94309,PG,Adventure,John Goodman,29000000.0,89.0,65000000.0
94346,R,Action,George Clooney,50000000.0,124.0,500000000.0
94401,PG-13,Action,Tommy Lee Jones,90000000.0,104.0,90000000.0
94481,PG,Comedy,Nathan Lane,38000000.0,98.0,18000000.0
94588,PG-13,Action,Chris Farley,18000000.0,88.0,5000000.0
94598,R,Action,Wesley Snipes,40000000.0,107.0,10000000.0
94607,PG,Comedy,Robin Williams,80000000.0,93.0,50000000.0
94616,NC-17,Comedy,Trey Parker,1000000.0,94.0,600000000.0
94624,R,Drama,Kevin Kline,18000000.0,112.0,35000000.0
94632,R,Comedy,Vanessa Williams,7500000.0,115.0,25000000.0
94651,PG,Drama,Mohammad Amir Naji,180000.0,89.0,
94657,R,Action,Jean-Claude Van Damme,30000000.0,93.0,40000000.0
94665,R,Horror,Penelope Ann Miller,40000000.0,110.0,4000000.0
94696,R,Comedy,Tom Everett Scott,25000000.0,105.0,4000000.0
94705,PG-13,Adventure,Rowan Atkinson,18000000.0,89.0,150000000.0
94737,R,Comedy,Dustin Hoffman,15000000.0,97.0,100000000.0
94752,R,Action,Clint Eastwood,50000000.0,121.0,375000000.0
94768,R,Fantasy,Tammy Lauren,5000000.0,90.0,
94777,PG,Comedy,Tim Allen,32000000.0,105.0,100000000.0
94795,R,Biography,Howard Stern,28000000.0,109.0,650000000.0
94921,PG-13,Comedy,Jennifer Aniston,10000000.0,101.0,300000000.0
95126,R,Action,Charlie Sheen,25000000.0,97.0,10000000.0
95217,R,Crime,Danny Glover,37000000.0,118.0,40000000.0
95247,R,Action,Martin Lawrence,25000000.0,98.0,110000000.0
95308,PG-13,Action,Shaquille O'Neal,16000000.0,97.0,400000000.0
95372,R,Drama,Samuel L. Jackson,6000000.0,109.0,
95380,PG-13,Biography,Tenzin Thuthob Tsarong,28000000.0,134.0,
95396,R,Action,Steven Seagal,60000000.0,105.0,16000000.0
95422,PG,Comedy,Michael Jeter,3000000.0,98.0,2000000.0
95432,R,Comedy,Christina Ricci,5000000.0,105.0,18000000.0
95440,PG-13,Comedy,Tim Allen,35000000.0,115.0,100000000.0
95523,PG,Action,Jason David Frank,8000000.0,99.0,1200000.0
95533,R,Action,Jon Voight,25000000.0,140.0,55000000.0
95600,R,Action,Eddie Murphy,55000000.0,117.0,200000000.0
95666,R,Crime,Richard Gere,48000000.0,122.0,120000000.0
95675,R,Drama,Nick Nolte,6000000.0,114.0,75000000.0
95773,R,Drama,Larenz Tate,10000000.0,104.0,4500000.0
95780,R,Drama,Michelle Pfeiffer,28000000.0,105.0,250000000.0
95934,R,Crime,Laurence Fishburne,30000000.0,130.0,30000000.0
95948,PG-13,Action,Alicia Silverstone,20000000.0,101.0,20000000.0
95998,PG,Comedy,Bill Murray,20000000.0,94.0,180000000.0
96008,PG,Comedy,Fran Drescher,16000000.0,105.0,25000000.0
96016,R,Comedy,Christopher Walken,5000000.0,106.0,50000000.0
96031,R,Crime,Harvey Keitel,8000000.0,97.0,45000000.0
96108,R,Drama,Samuel L. Jackson,20000000.0,119.0,
96124,R,Comedy,Woody Allen,20000000.0,96.0,140000000.0
96131,R,Comedy,Cameron Diaz,12000000.0,103.0,140000000.0
96656,R,Fantasy,Miguel Ferrer,1000000.0,94.0,4000000.0
96665,PG-13,Action,Kevin Sorbo,30000000.0,95.0,10000000.0
96673,PG,Drama,Steve Martin,10000000.0,110.0,140000000.0
96681,PG-13,Comedy,John Leguizamo,8000000.0,84.0,25000000.0
96735,PG,Action,Angus Macfadyen,35000000.0,101.0,4000000.0
96763,PG-13,Drama,Robert Duvall,5000000.0,134.0,70000000.0
96856,PG-13,Drama,Sophie Marceau,35000000.0,108.0,50000000.0
97044,R,Drama,Peter Fonda,2700000.0,113.0,40000000.0
97050,PG-13,Biography,Jared Leto,8000000.0,106.0,90000000.0
97060,G,Animation,Scott Bakula,32000000.0,75.0,10000000.0
97070,R,Action,Ray Liotta,55000000.0,100.0,14000000.0
97105,R,Drama,Wesley Snipes,24000000.0,102.0,10000000.0
97327,R,Drama,Glenn Close,16000000.0,122.0,50000000.0
97360,PG-13,Comedy,Will Friedle,15000000.0,85.0,500000.0
97368,PG,Adventure,Leslie Nielsen,30000000.0,87.0,20000000.0
97376,PG-13,Comedy,Robin Williams,85000000.0,98.0,50000000.0
97385,R,Drama,Sam Rockwell,8000000.0,101.0,30000000.0
97393,R,Comedy,Robert Downey Jr.,1000000.0,84.0,
97417,R,Comedy,Parker Posey,1500000.0,85.0,10000000.0
97425,Unrated,Comedy,Llyr Ifans,3300000.0,99.0,
97433,PG,Comedy,Christopher McDonald,15000000.0,84.0,4000000.0
97453,PG,Comedy,Martin Short,28000000.0,89.0,40000000.0
97475,PG,Adventure,Joseph Mazzello,12000000.0,101.0,3000000.0
97491,R,Biography,Thomas Jane,4000000.0,92.0,16000000.0
97499,PG-13,Comedy,Jack Lemmon,33000000.0,106.0,25000000.0
97516,PG,Comedy,Joe Pesci,53000000.0,94.0,50000000.0
97565,R,Action,Keenen Ivory Wayans,25000000.0,99.0,65000000.0
97633,R,Adventure,Joe Pesci,3000000.0,95.0,50000000.0
97641,PG-13,Comedy,Marlon Wayans,11000000.0,107.0,40000000.0
97891,R,Drama,Stephen Dillane,9000000.0,103.0,6000000.0
97909,R,Crime,David Duchovny,12000000.0,94.0,80000000.0
97944,R,Comedy,Aaron Eckhart,25000.0,97.0,16000000.0
97984,PG,Action,Tom Arnold,31190000.0,108.0,30000000.0
98021,R,Crime,Julia Ormond,35000000.0,121.0,5000000.0
98081,R,Comedy,Jeff Bridges,15000000.0,117.0,100000000.0
98089,R,Drama,Tom Hanks,70000000.0,169.0,400000000.0
98098,R,Drama,Edward Norton,20000000.0,119.0,300000000.0
98114,PG,Comedy,Jim Carrey,60000000.0,103.0,180000000.0
98123,PG-13,Action,Bruce Willis,140000000.0,151.0,250000000.0
98149,R,Crime,Matt Damon,12000000.0,121.0,170000000.0
98173,R,Crime,Kevin Bacon,20000000.0,108.0,45000000.0
98228,R,Action,Wesley Snipes,45000000.0,120.0,10000000.0
98275,PG-13,Comedy,Adam Sandler,18000000.0,97.0,420000000.0
98293,PG-13,Drama,Brad Pitt,90000000.0,178.0,300000000.0
98303,PG-13,Action,Jackie Chan,33000000.0,98.0,400000000.0
98326,R,Adventure,Johnny Depp,18500000.0,118.0,150000000.0
98336,PG-13,Action,Robert Duvall,75000000.0,120.0,70000000.0
98345,R,Comedy,Cameron Diaz,23000000.0,119.0,140000000.0
98355,R,Horror,Jordana Brewster,15000000.0,104.0,25000000.0
98386,G,Animation,Kevin Spacey,120000000.0,95.0,100000000.0
98406,R,Comedy,George Clooney,48000000.0,123.0,500000000.0
98454,G,Animation,Ming-Na Wen,90000000.0,88.0,5000000.0
98487,PG-13,Comedy,Sandra Bullock,75000000.0,104.0,200000000.0
98504,R,Drama,Jim Caviezel,52000000.0,170.0,
98522,PG-13,Comedy,Tobey Maguire,60000000.0,124.0,75000000.0
98530,PG,Comedy,Tom Hanks,65000000.0,119.0,400000000.0
98548,PG-13,Drama,Robin Williams,85000000.0,113.0,50000000.0
98568,R,Comedy,Jason Schwartzman,9000000.0,93.0,25000000.0
98576,PG-13,Action,Antonio Banderas,95000000.0,136.0,50000000.0
98586,R,Crime,Michael Douglas,60000000.0,107.0,350000000.0
98596,R,Fantasy,Rufus Sewell,27000000.0,100.0,5000000.0
98628,PG-13,Comedy,Drew Barrymore,26000000.0,121.0,125000000.0
98638,PG-13,Action,Matthew Broderick,130000000.0,139.0,200000000.0
98758,R,Comedy,Gwyneth Paltrow,25000000.0,123.0,150000000.0
98768,PG-13,Comedy,Jennifer Love Hewitt,10000000.0,100.0,22000000.0
98776,PG-13,Action,Kirsten Dunst,40000000.0,110.0,25000000.0
98789,R,Crime,Nicolas Cage,73000000.0,98.0,25000000.0
98821,PG,Animation,Val Kilmer,70000000.0,99.0,25000000.0
98831,PG-13,Comedy,Julia Roberts,50000000.0,125.0,250000000.0
98841,PG-13,Comedy,Adam Sandler,23000000.0,90.0,420000000.0
98849,PG-13,Comedy,Brendan Fraser,35000000.0,112.0,20000000.0
98869,PG,Action,Patrick Stewart,58000000.0,103.0,70000000.0
98877,PG-13,Action,Leonardo DiCaprio,35000000.0,132.0,260000000.0
98916,R,Action,Will Smith,90000000.0,132.0,350000000.0
98923,R,Drama,Ulrich Thomsen,1300000.0,105.0,
98938,R,Horror,Jared Leto,14000000.0,99.0,90000000.0
99152,R,Action,Robert De Niro,55000000.0,122.0,500000000.0
99162,PG-13,Action,Gary Oldman,80000000.0,130.0,40000000.0
99201,R,Comedy,Jennifer Tilly,25000000.0,89.0,25000000.0
99209,R,Drama,Sean Gullette,60000.0,84.0,
99223,PG-13,Drama,Robert Redford,60000000.0,169.0,200000000.0
99231,Unrated,Comedy,Jane Adams,2200000.0,134.0,1500000.0
99363,PG-13,Biography,Robin Williams,90000000.0,115.0,50000000.0
99373,PG-13,Action,Dustin Hoffman,80000000.0,134.0,100000000.0
99390,PG-13,Action,Tommy Lee Jones,60000000.0,131.0,90000000.0
99404,PG-13,Action,Harrison Ford,70000000.0,102.0,300000000.0
99412,R,Action,Treat Williams,45000000.0,106.0,10000000.0
99420,R,Action,Mel Gibson,140000000.0,127.0,425000000.0
99430,R,Biography,Cate Blanchett,30000000.0,124.0,95000000.0
99461,R,Action,Samuel L. Jackson,50000000.0,140.0,
99482,R,Drama,Ryan Phillippe,13000000.0,93.0,30000000.0
99490,PG-13,Drama,Sandra Bullock,30000000.0,114.0,200000000.0
99498,PG-13,Comedy,Gwyneth Paltrow,6000000.0,99.0,150000000.0
99506,R,Comedy,Vincent Gallo,1500000.0,110.0,8000000.0
99514,R,Horror,Vince Vaughn,60000000.0,105.0,70000000.0
99564,R,Horror,Jamie Lee Curtis,17000000.0,86.0,60000000.0
99574,R,Horror,James Marsden,15000000.0,84.0,8000000.0
99582,R,Action,Bruce Willis,60000000.0,111.0,250000000.0
99620,PG-13,Drama,Nicolas Cage,55000000.0,114.0,25000000.0
99731,R,Comedy,Dave Chappelle,8000000.0,82.0,50000000.0
99746,R,Drama,Denzel Washington,25000000.0,136.0,250000000.0
99754,PG,Animation,Woody Allen,105000000.0,83.0,140000000.0
99774,R,Crime,Bill Paxton,30000000.0,121.0,40000000.0
99795,R,Action,James Woods,20000000.0,108.0,10000000.0
99848,R,Crime,Jeremy Theobald,6000.0,69.0,
99897,R,Drama,Ethan Hawke,25000000.0,111.0,55000000.0
100087,PG-13,Action,Ralph Fiennes,60000000.0,89.0,30000000.0
100155,R,Drama,Tim Roth,9000000.0,169.0,7000000.0
100163,R,Horror,Jennifer Love Hewitt,65000000.0,100.0,22000000.0
100173,R,Action,Denzel Washington,70000000.0,116.0,250000000.0
100217,R,Action,Kurt Russell,60000000.0,99.0,100000000.0
100302,PG-13,Comedy,Chris Kattan,17000000.0,82.0,6000000.0
100318,PG-13,Drama,David Duchovny,66000000.0,121.0,80000000.0
100326,R,Comedy,Trey Parker,25000000.0,103.0,600000000.0
100335,PG-13,Action,Jeffrey Falcon,2000000.0,91.0,
100351,R,Action,Chow Yun-Fat,30000000.0,87.0,100000000.0
100359,PG-13,Action,Queen Latifah,25000000.0,97.0,70000000.0
100451,R,Comedy,Warren Beatty,30000000.0,108.0,70000000.0
100459,PG-13,Comedy,Norm MacDonald,13000000.0,82.0,2500000.0
100574,R,Crime,Ian McKellen,14000000.0,111.0,60000000.0
100592,PG-13,Comedy,Eddie Murphy,71500000.0,85.0,200000000.0
100636,R,Comedy,Kenneth Branagh,12000000.0,113.0,60000000.0
100693,R,Comedy,Christian Slater,30000000.0,100.0,30000000.0
100750,R,Comedy,Chloë Sevigny,8000000.0,113.0,10000000.0
100758,R,Action,Mark Wahlberg,13000000.0,91.0,300000000.0
100795,PG-13,Action,Dan Aykroyd,28000000.0,123.0,200000000.0
100803,R,Biography,Ian McKellen,10000000.0,105.0,60000000.0
100813,R,Drama,Carlo Cecchi,18000000.0,130.0,
100821,PG,Action,Bill Paxton,90000000.0,114.0,40000000.0
100839,R,Comedy,Jennifer Aniston,15000000.0,111.0,300000000.0
100847,R,Crime,Paul Newman,37000000.0,94.0,80000000.0
101079,G,Animation,Veronica Taylor,30000000.0,96.0,4000000.0
101089,R,Crime,Nas,3000000.0,96.0,100000000.0
101393,PG,Comedy,Ian Bannen,3000000.0,91.0,
101401,PG,Adventure,Magda Szubanski,90000000.0,97.0,6000000.0
101420,R,Comedy,John Travolta,65000000.0,143.0,250000000.0
101432,G,Animation,Jessalyn Gilsig,40000000.0,86.0,3000000.0
101442,R,Action,Morgan Freeman,70000000.0,97.0,250000000.0
101530,PG,Comedy,Ian Michael Smith,30000000.0,114.0,300000.0
101746,PG,Comedy,Michael Keaton,85000000.0,101.0,40000000.0
101785,PG-13,Drama,Jessica Lange,21000000.0,96.0,15000000.0
102091,R,Comedy,Angela Bassett,20000000.0,124.0,25000000.0
102099,PG-13,Adventure,Chris Farley,30000000.0,90.0,5000000.0
102113,PG-13,Comedy,Scott Bakula,18000000.0,100.0,10000000.0
102137,PG-13,Drama,John Travolta,75000000.0,115.0,250000000.0
102146,R,Comedy,Gillian Anderson,20000000.0,121.0,40000000.0
102154,G,Animation,Elizabeth Daily,24000000.0,79.0,
102171,R,Comedy,LisaRaye McCoy,4500000.0,104.0,10000000.0
102194,R,Comedy,Tom Everett Scott,14000000.0,96.0,4000000.0
102204,R,Comedy,Marlon Wayans,15000000.0,93.0,40000000.0
102240,PG-13,Action,Patrick Swayze,30000000.0,89.0,40000000.0
102272,R,Biography,Catherine McCormack,8000000.0,111.0,3000000.0
102293,PG-13,Action,Matthew McConaughey,27000000.0,122.0,140000000.0
102301,R,Drama,Fernanda Montenegro,2900000.0,110.0,
102311,R,Comedy,Edward Furlong,6000000.0,87.0,100000.0
102319,PG-13,Biography,Billy Crudup,25000000.0,117.0,6000000.0
102329,PG,Comedy,Joseph Cross,6000000.0,88.0,
102431,R,Action,Michael Keaton,50000000.0,100.0,40000000.0
102600,R,Adventure,Kate Winslet,12000000.0,98.0,65000000.0
102656,PG-13,Comedy,Adam Beach,2000000.0,89.0,2000000.0
102684,R,Drama,Oprah Winfrey,80000000.0,172.0,3500000000.0
102781,R,Drama,Meryl Streep,30000000.0,127.0,160000000.0
102790,R,Action,Howie Long,19000000.0,89.0,16000000.0
102836,R,Comedy,Natasha Lyonne,5000000.0,91.0,5000000.0
102852,R,Horror,Kevin Gage,1100000.0,85.0,100000.0
102867,PG,Adventure,Gena Rowlands,23000000.0,91.0,
103002,PG,Comedy,Paul Walker,24000000.0,93.0,25000000.0
103010,R,Crime,Kenneth Branagh,25000000.0,114.0,60000000.0
103019,R,Drama,Dennis Quaid,10000000.0,103.0,30000000.0
103204,R,Comedy,Joaquin Phoenix,8000000.0,104.0,50000000.0
103217,R,Action,Jean-Claude Van Damme,30000000.0,91.0,40000000.0
103230,PG,Comedy,Jonathan Taylor Thomas,30000000.0,86.0,16000000.0
103286,Not Rated,Comedy,Chris Stafford,700000.0,99.0,
103302,R,Comedy,Jerry Springer,20000000.0,90.0,60000000.0
103359,R,Crime,James Woods,4500000.0,101.0,10000000.0
103533,PG,Comedy,Eddie Murphy,60000000.0,114.0,200000000.0
103541,R,Comedy,Amy Brenneman,5000000.0,100.0,16000000.0
103550,R,Comedy,Bill Pullman,5000000.0,116.0,18000000.0
103576,R,Crime,Rosanna Arquette,6000000.0,95.0,20000000.0
103657,R,Comedy,Sean Penn,15000000.0,122.0,70000000.0
103665,PG-13,Comedy,Drew Barrymore,35000000.0,91.0,125000000.0
103675,R,Action,Keanu Reeves,63000000.0,136.0,360000000.0
103692,R,Drama,Brad Pitt,63000000.0,139.0,300000000.0
103713,R,Crime,Matt Damon,40000000.0,139.0,170000000.0
103729,PG-13,Action,Brendan Fraser,80000000.0,124.0,20000000.0
103891,R,Comedy,Jason Biggs,11000000.0,95.0,18000000.0
103927,R,Crime,Tom Hanks,60000000.0,189.0,400000000.0
103935,R,Drama,Kevin Spacey,15000000.0,122.0,100000000.0
103960,PG,Action,Ewan McGregor,115000000.0,136.0,25000000.0
103978,PG-13,Comedy,Heath Ledger,30000000.0,97.0,16000000.0
103999,PG-13,Drama,Bruce Willis,40000000.0,107.0,250000000.0
104039,R,Comedy,Ron Livingston,10000000.0,89.0,5000000.0
104048,PG,Adventure,Tim Allen,45000000.0,102.0,100000000.0
104061,PG-13,Comedy,Hugh Grant,42000000.0,124.0,150000000.0
104069,R,Drama,Sarah Michelle Gellar,10500000.0,97.0,30000000.0
104086,R,Horror,Heather Donahue,60000.0,81.0,400000.0
104094,R,Drama,Kirsten Dunst,9000000.0,97.0,25000000.0
104104,R,Drama,Tom Cruise,37000000.0,188.0,600000000.0
104127,R,Biography,Winona Ryder,40000000.0,127.0,18000000.0
104137,PG,Adventure,Michael J. Fox,133000000.0,84.0,65000000.0
104156,R,Action,Thomas Jane,60000000.0,105.0,16000000.0
104166,R,Action,Willem Dafoe,6000000.0,108.0,40000000.0
104175,R,Comedy,James Van Der Beek,16000000.0,106.0,8000000.0
104185,PG-13,Comedy,Freddie Prinze Jr.,10000000.0,95.0,
104194,R,Fantasy,Johnny Depp,100000000.0,105.0,150000000.0
104224,R,Action,Bridget Fonda,35000000.0,82.0,50000000.0
104234,G,Animation,Tom Hanks,90000000.0,92.0,400000000.0
104252,R,Adventure,Ben Affleck,10000000.0,130.0,150000000.0
104260,G,Animation,Tony Goldwyn,130000000.0,88.0,8000000.0
104290,R,Comedy,Matthew Broderick,25000000.0,103.0,200000000.0
104322,R,Comedy,John Cusack,13000000.0,113.0,50000000.0
104332,PG,Animation,Eli Marienthal,70000000.0,86.0,300000.0
104342,PG-13,Action,Pierce Brosnan,135000000.0,128.0,200000000.0
104486,PG-13,Action,Ben Stiller,68000000.0,121.0,200000000.0
104506,PG-13,Action,Will Smith,170000000.0,106.0,350000000.0
104522,PG-13,Comedy,Adam Sandler,34200000.0,93.0,420000000.0
104556,R,Mystery,Johnny Depp,38000000.0,133.0,150000000.0
104564,R,Crime,Ashley Judd,70000000.0,105.0,22000000.0
104619,R,Biography,Russell Crowe,90000000.0,157.0,100000000.0
104637,R,Comedy,Rob Schneider,17000000.0,88.0,12000000.0
104645,R,Action,Antonio Banderas,160000000.0,102.0,50000000.0
104654,R,Comedy,Eddie Murphy,80000000.0,108.0,200000000.0
105144,R,Action,Arnold Schwarzenegger,100000000.0,122.0,400000000.0
105170,R,Crime,Pierce Brosnan,48000000.0,113.0,200000000.0
105187,PG-13,Comedy,Kirsten Dunst,15000000.0,97.0,25000000.0
105244,R,Biography,Hilary Swank,2000000.0,118.0,60000000.0
105269,R,Crime,Nicolas Cage,40000000.0,123.0,25000000.0
105277,R,Crime,Geoffrey Rush,37000000.0,93.0,40000000.0
105294,R,Comedy,Natasha Lyonne,1200000.0,85.0,5000000.0
105302,PG-13,Comedy,Drew Barrymore,25000000.0,107.0,125000000.0
105311,R,Comedy,Rose McGowan,3500000.0,87.0,3000000.0
105331,R,Crime,Denzel Washington,73000000.0,118.0,250000000.0
105346,R,Drama,Al Pacino,55000000.0,162.0,120000000.0
105360,R,Drama,Diane Lane,14000000.0,107.0,40000000.0
105378,R,Crime,John Leguizamo,22000000.0,142.0,25000000.0
105386,PG-13,Drama,Tobey Maguire,24000000.0,126.0,75000000.0
105394,PG,Biography,Jake Gyllenhaal,25000000.0,108.0,80000000.0
105403,PG-13,Fantasy,Liam Neeson,80000000.0,113.0,145000000.0
105444,R,Horror,Jude Law,15000000.0,97.0,45000000.0
105452,PG-13,Drama,Kevin Costner,80000000.0,137.0,250000000.0
105461,R,Drama,Nicolas Cage,55000000.0,121.0,25000000.0
105470,R,Action,George Clooney,75000000.0,114.0,500000000.0
105485,R,Comedy,Sarah Polley,20000000.0,102.0,5000000.0
105576,R,Action,Mel Gibson,90000000.0,100.0,425000000.0
105769,R,Animation,Trey Parker,21000000.0,81.0,600000000.0
105775,G,Biography,Richard Farnsworth,10000000.0,112.0,
105783,R,Comedy,Devon Sawa,25000000.0,92.0,2000000.0
